id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
1675,27,blue-collar,divorced,unknown,no,2323,yes,no,cellular,17,jul,153,1,-1,0,unknown,no
1676,50,blue-collar,married,primary,no,0,no,no,unknown,9,jun,199,4,-1,0,unknown,no
1677,47,entrepreneur,married,secondary,no,0,no,no,unknown,19,jun,563,2,-1,0,unknown,no
1678,33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other,no
1679,53,technician,married,primary,no,0,no,no,cellular,21,jul,96,1,-1,0,unknown,no
1680,50,admin.,married,secondary,no,1906,no,no,unknown,16,may,174,17,-1,0,unknown,no
1681,32,management,single,secondary,no,86,yes,no,cellular,21,nov,78,1,-1,0,unknown,no
1682,31,technician,married,secondary,no,310,yes,no,cellular,20,aug,228,2,-1,0,unknown,no
1683,44,blue-collar,married,primary,no,2135,no,no,unknown,9,jun,61,1,-1,0,unknown,no
1684,38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other,no
1685,38,technician,divorced,tertiary,no,348,no,no,unknown,20,jun,446,1,-1,0,unknown,no
1686,34,admin.,married,secondary,no,147,yes,yes,cellular,29,jul,57,7,-1,0,unknown,no
1687,48,management,married,unknown,no,7861,no,no,cellular,20,nov,380,1,-1,0,unknown,no
1688,57,retired,married,secondary,no,1408,no,no,unknown,21,may,202,6,-1,0,unknown,no
1689,48,management,divorced,tertiary,no,1492,yes,no,unknown,26,may,249,2,-1,0,unknown,no
1690,35,management,married,tertiary,no,94,no,no,cellular,22,aug,239,3,-1,0,unknown,no
1691,34,blue-collar,married,secondary,no,326,yes,yes,unknown,15,may,150,2,-1,0,unknown,no
1692,47,technician,single,secondary,no,1710,no,yes,cellular,16,jul,525,2,-1,0,unknown,no
1693,56,management,married,primary,no,-155,yes,no,cellular,17,nov,282,1,-1,0,unknown,no
1694,38,housemaid,married,secondary,no,333,yes,no,cellular,5,feb,606,2,202,1,other,no
1695,59,unknown,single,secondary,no,3237,no,no,unknown,6,jun,100,3,-1,0,unknown,no
1696,43,technician,married,secondary,no,764,yes,no,cellular,14,jul,557,5,-1,0,unknown,no
1697,55,technician,married,primary,no,938,no,yes,cellular,19,nov,742,1,-1,0,unknown,no
1698,28,self-employed,single,tertiary,no,222,no,yes,cellular,21,jul,125,1,-1,0,unknown,no
1699,49,self-employed,married,primary,no,5711,no,no,cellular,20,nov,89,1,-1,0,unknown,no
1700,32,technician,married,tertiary,no,3939,no,no,cellular,8,aug,209,2,-1,0,unknown,no
1701,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,may,556,1,-1,0,unknown,no
1702,50,unemployed,single,tertiary,no,0,yes,no,cellular,6,aug,102,2,-1,0,unknown,no
1703,31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
1704,26,unemployed,married,primary,no,440,no,no,cellular,5,feb,143,1,-1,0,unknown,no
1705,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
1706,33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,57,1,failure,no
1707,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,15,may,67,4,175,6,failure,no
1708,37,management,divorced,secondary,no,16,yes,no,unknown,30,may,638,1,-1,0,unknown,yes
1709,43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure,no
1710,34,management,married,tertiary,no,815,no,no,cellular,17,nov,161,2,-1,0,unknown,no
1711,46,management,married,tertiary,no,110,yes,yes,cellular,20,aug,243,5,-1,0,unknown,no
1712,31,technician,married,secondary,no,2420,yes,no,cellular,19,nov,166,1,-1,0,unknown,no
1713,30,management,married,tertiary,no,11,no,no,cellular,15,jul,84,5,-1,0,unknown,no
1714,32,technician,single,secondary,no,68,no,yes,cellular,20,aug,237,4,-1,0,unknown,no
1715,29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
1716,46,services,married,unknown,no,854,yes,no,cellular,3,apr,478,3,-1,0,unknown,no
1717,25,blue-collar,married,secondary,no,267,no,no,cellular,7,jul,422,2,-1,0,unknown,no
1718,44,self-employed,divorced,tertiary,no,4,yes,no,unknown,6,may,312,3,-1,0,unknown,no
1719,31,technician,married,tertiary,no,81,yes,no,cellular,29,jan,189,1,-1,0,unknown,no
1720,33,services,single,tertiary,no,0,yes,no,cellular,18,nov,199,1,-1,0,unknown,no
1721,39,admin.,single,secondary,no,35,no,no,unknown,11,jun,242,1,-1,0,unknown,no
1722,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,yes
1723,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
1724,30,technician,married,secondary,no,6843,no,no,cellular,12,aug,227,1,-1,0,unknown,no
1725,35,blue-collar,single,secondary,no,-257,yes,no,unknown,30,may,312,7,-1,0,unknown,no
1726,34,entrepreneur,single,tertiary,no,714,yes,no,cellular,21,nov,122,3,193,4,failure,no
1727,49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62,10,-1,0,unknown,no
1728,58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
1729,41,technician,married,secondary,no,799,no,no,cellular,31,jul,125,6,-1,0,unknown,no
1730,49,retired,married,secondary,no,8648,no,no,cellular,17,nov,527,1,-1,0,unknown,no
1731,55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no
1732,41,entrepreneur,married,tertiary,no,3135,yes,yes,unknown,20,jun,160,3,-1,0,unknown,no
1733,52,management,single,tertiary,no,1727,no,no,cellular,21,nov,337,1,-1,0,unknown,no
1734,36,management,married,tertiary,no,1619,yes,no,cellular,21,nov,106,2,-1,0,unknown,no
1735,43,blue-collar,single,primary,yes,69,no,yes,cellular,28,jul,267,5,-1,0,unknown,no
1736,51,blue-collar,married,primary,no,-272,no,yes,cellular,28,aug,121,5,-1,0,unknown,no
1737,42,services,divorced,secondary,no,167,no,no,unknown,16,jun,119,1,-1,0,unknown,no
1738,35,services,single,secondary,no,5551,yes,no,cellular,20,nov,258,1,-1,0,unknown,no
1739,46,services,divorced,secondary,no,4329,no,no,cellular,21,nov,534,2,-1,0,unknown,yes
1740,59,technician,married,secondary,no,478,no,no,cellular,11,aug,108,5,-1,0,unknown,no
1741,39,blue-collar,married,secondary,no,-196,yes,no,cellular,8,may,127,2,-1,0,unknown,no
1742,33,self-employed,married,tertiary,no,263,no,no,cellular,14,aug,257,1,102,2,failure,no
1743,41,services,married,primary,no,0,yes,no,cellular,17,jul,18,11,-1,0,unknown,no
1744,77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes
1745,34,technician,single,secondary,no,1174,no,no,cellular,25,aug,136,17,-1,0,unknown,no
1746,59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,unknown,no
1747,28,blue-collar,single,secondary,no,2806,no,no,cellular,13,oct,285,1,120,1,other,no
1748,60,retired,married,secondary,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,no
1749,32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,-1,0,unknown,yes
1750,34,management,married,tertiary,no,832,no,no,cellular,8,aug,229,4,-1,0,unknown,no
1751,47,blue-collar,married,primary,no,421,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
1752,31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,yes
1753,36,management,married,tertiary,no,-1629,yes,yes,cellular,28,jul,337,2,-1,0,unknown,no
1754,30,technician,married,secondary,yes,-1019,yes,no,unknown,5,jun,955,4,-1,0,unknown,no
1755,46,entrepreneur,married,secondary,no,245,yes,no,cellular,8,may,78,1,359,3,failure,no
1756,47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,yes
1757,36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,yes
1758,28,admin.,single,tertiary,no,313,no,yes,cellular,26,jul,461,2,326,4,failure,no
1759,32,admin.,divorced,secondary,no,1288,yes,no,cellular,12,may,286,1,-1,0,unknown,no
1760,55,services,divorced,secondary,no,-555,yes,no,cellular,31,jul,81,3,-1,0,unknown,no
1761,28,management,single,secondary,no,967,yes,no,cellular,20,apr,174,1,334,1,failure,no
1762,66,retired,married,secondary,no,154,no,no,telephone,15,jan,66,2,-1,0,unknown,no
1763,51,blue-collar,married,secondary,no,328,no,no,unknown,4,jul,203,1,-1,0,unknown,no
1764,39,blue-collar,married,primary,no,1551,no,no,unknown,17,jun,264,16,-1,0,unknown,no
1765,60,blue-collar,married,unknown,no,3538,no,no,unknown,11,jun,261,1,-1,0,unknown,no
1766,53,management,married,tertiary,no,-670,no,yes,cellular,11,jul,86,2,-1,0,unknown,no
1767,32,management,single,tertiary,no,3199,no,no,cellular,12,aug,58,3,-1,0,unknown,no
1768,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,no
1769,38,blue-collar,married,secondary,no,-40,yes,no,unknown,23,may,227,1,-1,0,unknown,no
1770,38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,feb,105,1,-1,0,unknown,no
1771,59,blue-collar,married,secondary,no,10054,no,no,telephone,13,aug,79,6,-1,0,unknown,no
1772,47,admin.,married,secondary,no,5401,no,no,cellular,19,aug,824,2,-1,0,unknown,no
1773,41,technician,married,secondary,no,225,yes,yes,unknown,8,may,63,2,-1,0,unknown,no
1774,47,unemployed,married,secondary,no,123,no,no,cellular,4,aug,653,2,-1,0,unknown,no
1775,38,management,married,tertiary,no,500,yes,yes,cellular,16,jul,81,7,-1,0,unknown,no
1776,51,technician,married,tertiary,no,1533,no,no,unknown,18,jun,242,2,-1,0,unknown,no
1777,36,technician,married,secondary,no,319,yes,no,cellular,29,jan,29,1,266,1,failure,no
1778,36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,154,1,failure,no
1779,46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,414,4,-1,0,unknown,no
1780,25,student,single,secondary,no,6400,no,no,cellular,7,aug,100,1,-1,0,unknown,no
1781,32,self-employed,married,secondary,no,1942,yes,no,unknown,30,may,84,9,-1,0,unknown,no
1782,38,blue-collar,married,secondary,no,789,yes,no,cellular,20,nov,120,4,196,1,other,no
1783,47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no
1784,76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192,1,-1,0,unknown,no
1785,53,blue-collar,married,secondary,no,1103,yes,yes,unknown,30,may,163,4,-1,0,unknown,no
1786,50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,-1,0,unknown,yes
1787,79,retired,married,secondary,no,8304,no,no,cellular,9,dec,456,2,275,9,success,yes
1788,46,management,married,tertiary,no,716,yes,yes,cellular,8,may,557,1,172,1,failure,no
1789,62,retired,married,secondary,no,1486,no,no,cellular,28,apr,56,2,-1,0,unknown,no
1790,43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,284,2,failure,yes
1791,58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure,no
1792,47,blue-collar,married,primary,no,0,no,no,cellular,22,aug,98,3,-1,0,unknown,no
1793,32,management,married,tertiary,no,1388,yes,no,cellular,30,apr,753,1,-1,0,unknown,yes
1794,36,blue-collar,married,primary,no,277,yes,yes,cellular,5,feb,239,2,-1,0,unknown,no
1795,51,management,married,tertiary,no,1944,yes,no,unknown,27,may,217,2,-1,0,unknown,no
1796,30,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
1797,47,management,married,tertiary,no,-488,yes,no,cellular,25,jul,65,5,-1,0,unknown,no
1798,61,retired,married,secondary,no,195,yes,yes,unknown,6,may,179,1,-1,0,unknown,no
1799,47,technician,married,secondary,no,-545,yes,yes,unknown,26,may,140,5,-1,0,unknown,no
1800,43,blue-collar,single,secondary,no,1306,yes,no,cellular,16,apr,243,1,336,1,failure,no
1801,53,retired,married,primary,no,759,yes,no,telephone,25,jul,702,5,-1,0,unknown,no
1802,36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,unknown,no
1803,37,admin.,married,secondary,no,0,no,no,cellular,29,jul,153,4,-1,0,unknown,no
1804,44,blue-collar,married,primary,no,103,yes,no,cellular,12,may,79,1,329,2,failure,no
1805,33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,no
1806,34,technician,divorced,unknown,no,975,yes,no,cellular,30,jan,263,2,191,1,other,no
1807,35,blue-collar,married,primary,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,no
1808,26,management,single,tertiary,no,0,no,no,cellular,7,aug,125,1,-1,0,unknown,no
1809,39,management,single,tertiary,no,375,yes,no,unknown,8,may,66,2,-1,0,unknown,no
1810,40,management,married,tertiary,yes,-1036,yes,yes,unknown,23,jun,41,2,-1,0,unknown,no
1811,23,admin.,married,secondary,no,299,yes,no,unknown,19,jun,104,1,-1,0,unknown,no
1812,42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no
1813,34,admin.,single,secondary,no,718,yes,no,cellular,29,jan,169,1,-1,0,unknown,no
1814,57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,-1,0,unknown,no
1815,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown,no
1816,32,management,single,tertiary,no,1954,yes,yes,cellular,10,sep,107,1,-1,0,unknown,no
1817,40,services,married,secondary,no,884,no,no,cellular,15,jul,166,4,-1,0,unknown,no
1818,25,services,single,secondary,no,281,no,yes,cellular,9,jul,173,1,-1,0,unknown,no
1819,56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,unknown,no
1820,44,technician,divorced,secondary,no,275,no,no,cellular,17,nov,1077,1,-1,0,unknown,yes
1821,30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,may,1051,1,-1,0,unknown,yes
1822,33,services,married,secondary,no,1397,yes,no,cellular,16,apr,370,1,146,3,failure,no
1823,44,self-employed,married,secondary,no,6553,no,no,unknown,16,jun,195,2,-1,0,unknown,no
1824,33,blue-collar,single,secondary,no,49,yes,no,unknown,15,may,558,6,-1,0,unknown,no
1825,53,management,married,tertiary,no,404,no,no,cellular,20,aug,329,4,-1,0,unknown,no
1826,39,management,divorced,tertiary,no,81,yes,yes,cellular,27,aug,49,4,-1,0,unknown,no
1827,34,blue-collar,married,secondary,no,129,yes,no,unknown,8,may,71,2,-1,0,unknown,no
1828,42,blue-collar,married,unknown,no,1154,yes,no,cellular,16,apr,341,2,336,3,other,no
1829,57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no
1830,53,technician,single,tertiary,no,-167,yes,yes,cellular,2,feb,289,1,-1,0,unknown,no
1831,49,technician,married,secondary,no,-849,yes,yes,unknown,27,may,197,1,-1,0,unknown,no
1832,44,blue-collar,married,secondary,no,-225,yes,no,cellular,6,may,319,2,-1,0,unknown,no
1833,42,technician,married,secondary,no,525,no,no,cellular,17,nov,172,3,-1,0,unknown,no
1834,51,management,married,secondary,no,1250,yes,no,cellular,12,may,209,2,-1,0,unknown,no
1835,56,blue-collar,divorced,primary,no,0,no,no,unknown,20,jun,134,10,-1,0,unknown,no
1836,26,blue-collar,married,secondary,no,2005,yes,no,unknown,27,may,224,3,-1,0,unknown,no
1837,46,entrepreneur,married,tertiary,no,341,no,no,unknown,19,jun,318,2,-1,0,unknown,no
1838,40,services,married,secondary,no,87,yes,yes,cellular,31,jul,247,4,-1,0,unknown,no
1839,51,unemployed,married,tertiary,no,1801,no,no,cellular,2,jul,82,1,77,3,success,no
1840,38,management,married,tertiary,no,-120,yes,no,cellular,11,may,148,1,367,2,failure,no
1841,33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,44,2,-1,0,unknown,no
1842,33,technician,married,secondary,no,3,no,no,cellular,13,aug,212,3,-1,0,unknown,no
1843,43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,2,95,4,success,yes
1844,35,management,married,tertiary,no,739,yes,no,telephone,12,may,13,7,172,4,other,no
1845,50,management,married,tertiary,no,0,no,no,unknown,17,jun,117,3,-1,0,unknown,no
1846,31,technician,married,secondary,no,585,yes,no,telephone,11,nov,133,1,-1,0,unknown,no
1847,33,blue-collar,married,secondary,no,0,yes,yes,cellular,6,may,155,5,-1,0,unknown,no
1848,53,technician,married,primary,no,70,yes,no,telephone,12,may,11,6,-1,0,unknown,no
1849,35,self-employed,married,tertiary,no,0,no,no,cellular,8,jul,201,1,-1,0,unknown,no
1850,50,blue-collar,married,primary,no,226,yes,no,cellular,15,may,98,1,330,5,failure,no
1851,45,technician,married,secondary,no,0,yes,yes,telephone,9,jul,74,1,-1,0,unknown,no
1852,45,blue-collar,married,primary,no,193,yes,yes,cellular,29,jul,116,2,-1,0,unknown,no
1853,32,technician,married,secondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no
1854,27,services,divorced,secondary,no,96,yes,no,unknown,8,may,31,1,-1,0,unknown,no
1855,52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
1856,30,management,married,tertiary,no,549,no,no,cellular,28,aug,59,8,-1,0,unknown,no
1857,59,blue-collar,married,primary,no,63,no,no,cellular,22,aug,176,6,-1,0,unknown,no
1858,41,management,married,tertiary,no,-456,no,no,cellular,21,nov,190,1,-1,0,unknown,no
1859,32,blue-collar,married,secondary,no,419,yes,no,unknown,30,may,56,2,-1,0,unknown,no
1860,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no
1861,39,technician,single,tertiary,no,5803,no,no,cellular,2,feb,83,3,-1,0,unknown,no
1862,47,unknown,married,secondary,no,74,no,no,cellular,8,aug,88,2,-1,0,unknown,no
1863,39,admin.,divorced,secondary,no,512,no,no,cellular,4,feb,275,1,-1,0,unknown,no
1864,27,blue-collar,single,primary,no,21,no,no,cellular,30,jan,197,4,-1,0,unknown,no
1865,45,unemployed,married,tertiary,no,579,yes,no,cellular,30,jul,141,2,-1,0,unknown,no
1866,53,blue-collar,married,primary,no,600,yes,no,unknown,14,may,139,1,-1,0,unknown,no
1867,54,technician,married,secondary,no,369,no,no,cellular,4,aug,226,1,-1,0,unknown,no
1868,45,blue-collar,married,primary,no,147,no,no,cellular,14,aug,109,3,-1,0,unknown,no
1869,31,management,married,tertiary,no,1812,no,no,cellular,12,aug,112,1,104,1,success,no
1870,37,management,married,tertiary,no,8564,yes,no,cellular,5,may,211,2,347,1,failure,no
1871,30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
1872,24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown,no
1873,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown,yes
1874,30,student,single,unknown,no,145,no,no,cellular,5,feb,96,3,175,1,failure,no
1875,47,admin.,single,tertiary,no,0,no,no,cellular,29,jan,137,1,-1,0,unknown,no
1876,33,housemaid,divorced,secondary,no,-18,yes,no,unknown,5,jun,27,8,-1,0,unknown,no
1877,28,admin.,single,secondary,no,305,yes,no,telephone,18,jul,277,1,-1,0,unknown,no
1878,44,admin.,divorced,secondary,no,4353,yes,no,cellular,15,jul,90,1,-1,0,unknown,no
1879,26,admin.,single,secondary,no,685,no,no,cellular,5,feb,388,1,-1,0,unknown,no
1880,34,management,single,tertiary,no,8038,yes,no,cellular,20,apr,29,3,152,1,failure,no
1881,52,entrepreneur,married,unknown,no,0,yes,no,unknown,13,may,165,2,-1,0,unknown,no
1882,46,blue-collar,married,secondary,no,1120,no,yes,unknown,19,jun,786,1,-1,0,unknown,no
1883,35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,643,2,-1,0,unknown,yes
1884,48,management,married,tertiary,no,13501,no,no,unknown,19,jun,63,2,-1,0,unknown,no
1885,46,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,61,4,-1,0,unknown,no
1886,34,admin.,single,secondary,no,266,yes,no,cellular,6,apr,437,2,-1,0,unknown,no
1887,37,blue-collar,single,primary,no,0,yes,yes,cellular,22,jul,118,1,-1,0,unknown,no
1888,31,technician,single,tertiary,no,2744,yes,no,cellular,8,aug,309,2,-1,0,unknown,no
1889,58,retired,married,secondary,no,4725,no,no,cellular,5,aug,241,1,-1,0,unknown,no
1890,40,services,married,unknown,no,4075,yes,no,unknown,16,jun,162,3,-1,0,unknown,no
1891,59,retired,married,secondary,no,56,no,no,unknown,5,jun,396,1,-1,0,unknown,no
1892,30,unknown,single,tertiary,no,6836,no,no,cellular,27,feb,30,3,-1,0,unknown,no
1893,36,services,single,secondary,no,-295,yes,yes,unknown,27,may,132,3,-1,0,unknown,no
1894,58,management,married,tertiary,no,4152,yes,no,cellular,13,may,76,7,13,6,success,no
